,title,wakati_title
po002396,臨海文庫,"['臨海', '文庫']"
po002397,戊辰勤王七十年記念祭,"['戊辰', '勤王', '七', '十', '年', '記念祭']"
po002398,全国一斉図書館週間,"['全国一斉: error', '図書館', '週間']"
po002399,石川県　読書週間,"['石川県', '読書週間']"
po002400,緑蔭文庫,"['緑蔭', '文庫']"
po002401,大原幽学先生遺墨遺品展覧会,"['大原幽学', '先生', '遺墨', '遺品', '展覧会']"
po002402,図書館週間,"['図書館', '週間']"
po002403,埼玉県図書館デー,"['埼玉県', '図書館', 'デー']"
po002404,埼玉県図書館デー,"['埼玉県', '図書館', 'デー']"
po002405,東京市図書館週間,"['東京市', '図書館', '週間']"
po002406,埼玉県図書館デー,"['埼玉県', '図書館', 'デー']"
po002407,山梨県図書館週間,"['山梨県', '図書館', '週間']"
po002408,図書館週間,"['図書館', '週間']"
po002409,今月の文部省推薦図書,"['今月', '文部省', '推薦', '図書']"
po002410,図書館記念日四月二日,"['図書館記念日: error', '四月二日']"
po002411,小樽図書館週間,"['小樽', '図書館', '週間']"
po002412,福岡県読書週間,"['福岡県', '読書週間']"
po002413,台湾博物館週間,"['台湾', '博物館', '週間']"
po002414,第二十五回全国図書館大会,"['二', '十', '五', '回', '全国図書館大会: error']"
po002415,朝鮮全国一斉図書館週間,"['朝鮮', '全国一斉: error', '図書館', '週間']"
po002416,富山県図書館週間,"['富山県', '図書館', '週間']"
po002417,石川県読書週間,"['石川県', '読書週間']"
po002418,千葉県読書週間,"['千葉県', '読書週間']"
po002419,岩手県図書館週間,"['岩手県', '図書館', '週間']"
po002420,台湾図書館週間,"['台湾', '図書館', '週間']"
po002421,石川県図書館週間,"['石川県', '図書館', '週間']"
po002422,石川県図書館週間,"['石川県', '図書館', '週間']"
po002423,図書館週間,"['図書館', '週間']"
po002424,石川県図書館週間,"['石川県', '図書館', '週間']"
po002425,図書館週間,"['図書館', '週間']"
po002426,図書館週間,"['図書館', '週間']"
po002427,秋田県立秋田図書館,"['秋田', '県立', '秋田', '図書館']"
po002428,朝鮮図書館週間,"['朝鮮', '図書館', '週間']"
po002429,台湾図書館週間,"['台湾', '図書館', '週間']"
po002430,山形県図書館週間,"['山形県', '図書館', '週間']"
po002431,長崎県図書館週間,"['長崎県', '図書館', '週間']"
po002432,台湾図書館週間,"['台湾', '図書館', '週間']"
po002433,読書週間,['読書週間']
po002434,読書週間,['読書週間']
po002435,移動文庫,"['移動', '文庫']"
po002436,外山滋ヴァイオリン演奏会,"['外山滋: error', 'ヴァイオリン', '演奏会']"
po002437,関西学院グリークラブ　合唱演奏会,"['関西学院グリークラブ: error', '合唱', '演奏会']"
po002438,大谷冽子　ソプラノ独唱会,"['大谷', '冽', '子', 'ソプラノ', '独唱', '会']"
po002439,労音　６月例会,"['労音', '６月', '例会']"
po002440,グランドトリオの夕,"['グランドトリオ: error', '夕']"
po002442,北海道博,"['北海道', '博']"
po002443,スタア誕生,['スタア誕生']
po002444,1959教育映画祭,"['1959', '教育', '映画祭']"
po002445,夕鶴,['夕鶴']
po002446,宮中雅楽初公開,"['宮中', '雅楽', '公開']"
po002447,プロムジカ弦楽四十奏曲演奏会,"['プロムジカ', '弦楽', '四', '十', '奏', '曲', '演奏会']"
po002448,北海道大博覧会,['北海道大博覧会: error']
po002449,武蔵野音楽大学演奏会,"['武蔵野音楽大学', '演奏会']"
po002450,ゲルハルト・ヒユッシュ独唱会,"['ゲルハルト・ヒユッシュ: error', '独唱', '会']"
po002451,三国バレー発表会,"['三国', 'バレー', '発表会']"
po002452,北大グリーコール演奏会,"['北大', 'グリー', 'コール', '演奏会']"
po002453,岩本真理ヴァイオリン演奏会,"['岩本', '真理', 'ヴァイオリン', '演奏会']"
po002454,1957教育映画祭,"['1957', '教育', '映画祭']"
po002455,NHK交響楽団特別演奏会,"['NHK交響楽団', '特別', '演奏会']"
po002456,NHK交響楽団特別演奏会,"['NHK交響楽団', '特別', '演奏会']"
po002457,諏訪根自子ヴァイオリン演奏会,"['諏訪根自子: error', 'ヴァイオリン', '演奏会']"
po002458,ギリシャ政府派遣音楽使節による演奏会,"['ギリシャ政府', '派遣', '音楽', '使節', '演奏会']"
po002459,岩本真理ヴァイオリン独奏会,"['岩本', '真理', 'ヴァイオリン', '独奏', '会']"
po002460,天理高校吹奏楽部演奏会,"['天理高校', '吹奏楽部', '演奏会']"
po002461,中央大学マンドリンクラブ函館演奏会,"['中央大学', 'マンドリン', 'クラブ', '函館', '演奏会']"
po002463,文楽,['文楽']
po002464,ロメオとジュリエット,['ロメオとジュリエット']
po002465,大阪日本万国博,"['大阪', '日本万国博']"
po002466,函館総合卸見本市,"['函館', '総合', '卸', '見本市']"
po002468,エール大学グリークラブ演奏会,"['エール', '大学', 'グリークラブ', '演奏会']"
po002469,ロスアンゼルス交響楽団,"['ロスアンゼルス', '交響楽団']"
po002470,第24回音楽コンクール受賞者発表演奏会,"['24回', '音楽', 'コンクール', '受賞者', '発表', '演奏会']"
po002471,ウィーン・フィルハーモニー特別演奏会,"['ウィーン・フィル', 'ハーモニー', '特別', '演奏会']"
po002472,東北北海道産業振興共進会,"['東北', '北海道', '産業振興', '共進会']"
po002474,ピアノ演奏会原智恵子,"['ピアノ', '演奏会', '原智恵子: error']"
po002475,第27回三国バレエ発表会,"['27回', '三国', 'バレエ', '発表会']"
po002476,幽霊やしき,"['幽霊', 'しき']"
po002477,花荻先生と三太,"['花', '荻', '先生', '三太']"
po002478,グリーンコンサート,"['グリーン', 'コンサート']"
po002479,北海道博,"['北海道', '博']"
po002480,北洋博,"['北洋', '博']"
po002481,北洋博,"['北洋', '博']"
po002482,小樽総合見本市,"['小樽', '総合', '見本市']"
po002483,印度国際観光物産見本市,"['印度', '国際', '観光', '物産', '見本市']"
po002484,北海道博海の小樽会場,"['北海道', '博海: error', '小樽', '会場']"
po002485,春日八郎ショウ,"['春日八郎', 'ショウ']"
po002487,ＨＡＫＯＤＡＴＥ,['ＨＡＫＯＤＡＴＥ: error']
po002488,ＨＡＫＯＤＡＴＥ,['ＨＡＫＯＤＡＴＥ: error']
po002489,メサイヤ演奏会,"['メサイヤ', '演奏会']"
po002490,1955年教育映画祭,"['1955年', '教育', '映画祭']"
po002491,北洋博,"['北洋', '博']"
po002492,北洋博,"['北洋', '博']"
po002493,ソ連音楽２つの名花同時公演,"['ソ連', '音楽', '２つ', '名花', '同時', '公演']"
po002495,湯川温泉納凉まつり,"['湯川', '温', '泉納: error', '凉', 'まつり']"
po002496,北洋博函館カレンダー,"['北洋', '博', '函館', 'カレンダー']"
po002498,CIE図書館,['CIE図書館: error']
po002499,第１４回英語劇公演夏の夜の夢,"['１', '４', '回', '英語', '劇', '公演', '夏の夜の夢']"
po002500,ベートーベンの生涯,"['ベートーベン', '生涯']"
po002503,ナンの悲劇,"['ナン', '悲劇']"
po002504,第9回英語劇の夕　聖者の泉,"['9回', '英語', '劇', '夕', '聖者', '泉']"
po002505,第8回英語劇の夕　我等の町,"['8回', '英語', '劇', '夕', '我等の町: error']"
po002506,らくだの夕,"['らくだ', '夕']"
po002507,第6回英語劇の夕　ピグマリオン,"['6回', '英語', '劇', '夕', 'ピグマリオン']"
po002508,NHK郷土芸能発表大会,"['NHK', '郷土芸能', '発表', '大会']"
po002509,NHK交響楽団特別演奏会,"['NHK交響楽団', '特別', '演奏会']"
po002510,第7回英語劇の夕”御婦人は皆知っている”,"['7回', '英語', '劇', '夕', '婦人', '皆']"
po002511,第15回函館地区高校演劇発表会,"['15回', '函館', '地区', '高校演劇', '発表会']"
po002512,第一回発表会童話劇の集い,"['一', '回', '発表会', '童話', '劇', '集い']"
po002513,第13回公演メドウサの首,"['13回', '公演', 'メドウサ', '首']"
po002514,第10回英語劇の夕ドーヴァー街道,"['10回', '英語', '劇', '夕', 'ドーヴァー', '街道']"
po002515,第12回英語劇─LifewithFather　おやじとともに─,"['12回', '英語', '劇', 'LifewithFather: error', 'おやじ']"
po002517,東京大学男声ダブルカルテットオクトパス演奏会,"['東京大学', '男声', 'ダブルカルテットオクトパス: error', '演奏会']"
po002518,第13回英語劇わかれ,"['13回', '英語', '劇']"
po002519,全函館大合唱祭,"['函館大', '合唱', '祭']"
po002520,第9回函館市公民館少年少女絃楽合奏団,"['9回', '函館市', '公民館', '少年少女', '絃楽', '合奏', '団']"
po002521,HBCジュニアコンサート,"['HBC', 'ジュニア', 'コンサート']"
po002522,第13回全函館吹奏楽祭,"['13回', '函館', '吹奏楽', '祭']"
po002523,第1回定期演奏会函館吹奏楽団,"['1回', '定期演奏会', '函館', '吹奏楽', '団']"
po002524,第6回全函館吹奏楽合同演奏会,"['6回', '函館', '吹奏楽', '合同', '演奏会']"
po002525,第8回全函館吹奏楽合同演奏会,"['8回', '函館', '吹奏楽', '合同', '演奏会']"
po002526,第14回全函館大合唱祭,"['14回', '函館大', '合唱', '祭']"
po002527,東京コラリアーズ,['東京コラリアーズ: error']
po002528,東北大学男声合唱団演奏会,"['東北大学', '男声合唱', '団', '演奏会']"
po002529,第6回ヴアイオリン祭,"['6回', 'ヴアイオリン: error', '祭']"
po002530,歳末たすけあい協賛クリスマス音楽会,"['歳末たすけあい', '協賛', 'クリスマス', '音楽会']"
po002531,吹奏楽合同演奏会,"['吹奏楽', '合同', '演奏会']"
po002532,第11回函館市民文化祭音楽祭,"['11回', '函館市民: error', '文化祭', '音楽祭']"
po002533,第15回全函館大合唱祭,"['15回', '函館大', '合唱', '祭']"
po002534,第16回全函館大合唱祭,"['16回', '函館大', '合唱', '祭']"
po002535,ワグネルソサィエティー演奏会,"['ワグネルソサィエティー: error', '演奏会']"
po002537,諏訪根自子リサイタル,"['諏訪根自子: error', 'リサイタル']"
po002538,掲示についてお願い,"['掲示', 'お願い']"
po002539,只野ポンチ　軽笑楽劇隊,"['只野', 'ポンチ', '笑', '楽劇', '隊']"
po002540,東京大学オーケストラ,"['東京大学', 'オーケストラ']"
po002588,2006特別企画展　没後20年梁川剛一,"['2006', '特別企画', '展', '没後', '20年', '梁川剛一: error']"
po002617,焼失戸数並損害価格表,"['焼失', '戸数', '並', '損害', '価格', '表']"
po002618,火災原因並度数表,"['火災', '原因', '並', '度数', '表']"
po002643,第9回黒船祭,"['9回', '黒船祭: error']"
po002649,ひらり　花の数ほどの出逢い。　HAKODATE,"['花', '数', 'HAKODATE']"
po002651,函館　HAKODATE　この胸いっぱいに、潮風の想い出。「函館」。,"['函館', 'HAKODATE', '胸いっぱい: error', '潮風', '想い出', '函館']"
po002652,はこだて　冬も、いいね。HAKODATE,"['冬', 'いいね', 'HAKODATE']"
po002653,函館　また、いこう。　HAKODATE,"['函館', 'HAKODATE']"
po002654,ROMANTIC　HAKODATE　函館　星のように、雪。,"['ROMANTIC', 'HAKODATE', '函館', '星', 'よう', '雪']"
po002655,ROMANTIC　HAKODATE　函館　幻のように、港。,"['ROMANTIC', 'HAKODATE', '函館', '幻', 'よう', '港']"
po002656,HAKODATE　新しい「函館」が動き出す。,"['HAKODATE', '函館']"
po002657,HAKODATE　新しい「函館」が花開く。,"['HAKODATE', '函館']"
po002663,きらり　星の数ほどの情緒。　HAKODATE,"['星', '数', '情緒', 'HAKODATE']"
po002757,昭和9年休日表,"['昭和9年', '休日', '表']"
po002758,昭和8年休日表,"['昭和8年', '休日', '表']"
po004024,平成12年度特別展　五稜郭　,"['平成12年度', '特別展', '五稜郭']"
po004048,市立函館博物館平成22年度特別展　縄文の至宝,"['市立函館博物館', '平成22年度', '特別展', '縄文', '至宝']"
po004094,特別展　日本の玩具,"['特別展', '日本', '玩具']"
po004110,箱館戦記―激動の時代と無名の志士達―,"['箱館', '戦記', '激動', '時代', '無名', '志士', '達']"
po004118,戊辰戦争終結130周年　戊辰戦争　鳥羽・伏見から箱館まで,"['戊辰戦争', '終結', '130周年', '戊辰戦争', '鳥羽', '伏見', '箱館']"
po004129,特別企画展　古地図にみる北海道,"['特別企画', '展', '地図', '北海道']"
po004142,函館山,['函館山']
po005094,梁川剛一　挿し絵原画展,"['梁川剛一: error', '挿し絵', '原画', '展']"
po005234,平成二四年度市立函館博物館企画展　函館の麦酒,"['平成', '二', '四', '年度', '市立函館博物館', '企画展', '函館', '麦酒']"
po005292,平成二四年度市立博物館企画展　写された幕末・明治の函館,"['平成', '二', '四', '年度', '市立', '博物館', '企画展', '幕末', '明治', '函館']"
po005361,2013市立函館博物館企画展　函館商人の人生模様,"['2013', '市立函館博物館', '企画展', '函館', '商人', '人生模様']"
po005440,平成23年度企画展　描かれた箱館戦争　幕末の動乱と蝦夷地への道,"['平成23年度', '企画展', '箱館戦争', '幕末', '動乱', '蝦夷地', '道']"
po005520,函館市縄文文化交流センターオープン記念ロビー展　現代に息づく縄文文化　亀ヶ岡焼－一戸広臣の世界－,"['函館市縄文文化交流センター: error', 'オープン', '記念', 'ロビー', '展', '現代', '縄文文化', '亀', 'ヶ', '岡焼: error', '一戸', '広臣', '世界']"
po005589,1996特別展　幕末の箱館,"['1996', '特別展', '幕末', '箱館']"
po005603,1996特別企画展　函館の自然詩,"['1996', '特別企画', '展', '函館', '自然', '詩']"
po005624,増本茶舗の包装紙,"['増本', '茶舗', '包装', '紙']"
po005625,本館落成　開店大売出し　全店　函館今井,"['本館', '落成', '開店', '大売出し', '全店', '函館', '今井']"
po005627,函館市制施行70周年特別企画展〈函館日米協会再発足1周年記念〉　箱館開港とペリーの足跡,"['函館市', '制', '施行', '70周年', '特別企画', '展', '函館', '日米協会', '発足', '1周年', '記念', '箱館', '開港', 'ペリー', '足跡']"
po005629,乳幼児愛護デー　乳幼児無料健康相談,"['乳幼児', '愛護', 'デー', '乳幼児', '無料', '健康', '相談']"
po005638,特別展　北への道,"['特別展', '北へ', '道']"
po005639,パンと菓子の精養軒双六,"['パン', '菓子', '精養軒', '双六']"
po005640,1988特別企画展　THEHAKODADI,"['1988', '特別企画', '展', 'THEHAKODADI: error']"
po005663,1992特別展　描かれた箱館五稜郭,"['1992', '特別展', '箱館', '五稜郭']"
po005666,1992特別企画展　大むかしの函館,"['1992', '特別企画', '展', 'むかし', '函館']"
po005764,特別展　箱館海戦記,"['特別展', '箱館', '海戦', '記']"
po005803,2009特別展　みなとHAKODADIハイカラ展,"['2009', '特別展', 'みなと', 'HAKODADI: error', 'ハイカラ', '展']"
po005829,北洋博ニュース　開催中…8月31日まで函館,"['北洋', '博', 'ニュース', '開催中', '8月31日', '函館']"
po005904,新島襄と幕末の箱館　平成25年度市立函館博物館企画展,"['新島襄', '幕末', '箱館', '平成25年度', '市立函館博物館', '企画展']"
po005993,平成21年度中空土偶展　国宝中空土偶と函館の文化財,"['平成21年度', '中空土偶: error', '展', '国宝', '中空土偶: error', '函館', '文化財']"
po006022,港祭記念郷土文化展覧会,"['港', '祭', '記念', '郷土文化', '展覧会']"
po006047,賀新年　明治三十七年略暦,"['賀', '新年', '明治', '三', '十', '七', '年', '略', '暦']"
po006065,現代書と墨・硯　函館の五人展,"['現代書', '墨', '硯', '函館', '五', '人', '展']"
po006096,懸賞当選標語,"['懸賞', '当選', '標語']"
po006120,養鶏界空前の催し　全国養鶏大会　,"['養鶏', '界', '空前', '催し', '全国', '養鶏', '大会']"
po006128,電気安全月間,"['電気', '安全', '月間']"
po006131,みんなで節電致しましょう,"['みんな', '節電']"
po006136,平和記念東京博覧会,['平和記念東京博覧会']
po006138,衛生的改良箱詰塩鮭鱒,"['衛生的', '改良', '箱詰: error', '塩鮭', '鱒']"
po006166,2004特別企画展　ペリー箱館来航150年,"['2004', '特別企画', '展', 'ペリー', '箱館', '来航', '150年']"
po006180,第14回　さっぽろ雪まつり,"['14回', 'さっぽろ雪まつり']"
po006181,第14回　さっぽろ雪まつり,"['14回', 'さっぽろ雪まつり']"
po006204,北洋博　芸能ニュース　提供[丸井]今井,"['北洋', '博', '芸能ニュース', '提供', '丸井', '今井']"
po006205,北洋博　芸能ニュース　［ボーニ］森屋提供,"['北洋', '博', '芸能ニュース', 'ボーニ: error', '森屋', '提供']"
po006206,北洋博　芸能ニュース　札幌酒精工業株式会社提供,"['北洋', '博', '芸能ニュース', '札幌酒精工業株式会社: error', '提供']"
po006207,北洋博　催物ニュース　川守田商店提供,"['北洋', '博', '催物', 'ニュース', '川守田', '商店', '提供']"
po006208,北洋博　催物ニュース　提供［丸井］今井,"['北洋', '博', '催物', 'ニュース', '提供', '丸井', '今井']"
po006209,北洋博　催物ニュース,"['北洋', '博', '催物', 'ニュース']"
po006210,北洋博福引付前売入場券発売中,"['北洋', '博', '福引', '付', '前売', '入場券', '発売中']"
po006211,信州善光寺出開帳尼公上人御親修大法要,"['信州善光寺: error', '出開帳', '尼公', '上人', '親', '修大', '法要']"
po006212,北洋博前売入場券景品当せん番号表,"['北洋', '博', '前売', '入場券', '景品', '当せん番号: error', '表']"
po006213,北洋博ポスター図案コンテスト,"['北洋', '博', 'ポスター', '図案', 'コンテスト']"
po006215,ポンと…100万円豪華抽せん付　北洋博前売券発売中,"['ポン', '100万円', '豪華', '抽せん', '付', '北洋', '博', '前売', '券', '発売中']"
po006216,記念発売　北洋音頭,"['記念', '発売', '北洋', '音頭']"
po006217,北洋博　催物ニュース　［ボーニ］森屋提供,"['北洋', '博', '催物', 'ニュース', 'ボーニ: error', '森屋', '提供']"
po006228,口腔衛生週間　紳士淑女のエチケット　歯のクリーニング,"['口腔', '衛生', '週間', '紳士', '淑女', 'エチケット', '歯', 'クリーニング']"
po006232,函館大火20周年　想い起せよ昭和9年3月21日,"['函館大火: error', '20周年', '昭和9年', '3月21日']"
po006236,初心者のためのスポーツ教室,"['初心者', 'ため', 'スポーツ', '教室']"
po006239,みんなの町をきれいにしよう,"['みんな', '町', 'きれい', 'しよう']"
po006253,昭和三十二年［カレンダー］,"['昭和', '三', '十', '二', '年', 'カレンダー']"
po006261,昭和27年［カレンダー］,"['昭和27年', 'カレンダー']"
po006262,昭和二十八年癸巳平年［カレンダー］,"['昭和', '二', '十', '八', '年', '癸巳', '平年', 'カレンダー']"
po006265,大沼国定公園　1962［カレンダー］,"['大沼国定公園: error', '1962', 'カレンダー']"
po006267,生れ変った小包料金,"['小包', '料金']"
po006280,つゝしみの日　三月二十一日大火災記念行事,"['しみ', '日', '三月二十一日', '大火災', '記念', '行事']"
po006281,火災を無くしましょう！　函館大火24周年火災をなくする運動,"['火災', '函館大火: error', '24周年', '火災', '運動']"
po006284,総合文化雑誌　海峡,"['総合', '文化', '雑誌', '海峡']"
po006285,第5回全日本切手展　函館地区展,"['5回', '全日本切手展: error', '函館', '地区', '展']"
po006287,1955年［カレンダー］,"['1955年', 'カレンダー']"
po006293,刑務所製品展示即売会,"['刑務所', '製品', '展示即売会']"
po006294,刑務所製品展示即売会,"['刑務所', '製品', '展示即売会']"
po006295,刑務所製品展示即売会,"['刑務所', '製品', '展示即売会']"
po006299,刑務所製作品展示即売会,"['刑務所', '製', '作品', '展示即売会']"
po006300,刑務所作業製品展示即売会,"['刑務所', '作業', '製品', '展示即売会']"
po006301,刑務所作業製品展示即売会,"['刑務所', '作業', '製品', '展示即売会']"
po006304,郵便案内,"['郵便', '案内']"
po006307,観光切手と風景スタンプ展,"['観光', '切手', '風景', 'スタンプ', '展']"
po006308,HAKODATE　朝もやの教会、雪の坂道。幼い日の記憶…函館。,"['HAKODATE', '朝もや', '教会', '雪', '坂道', '日', '記憶', '函館']"
po006311,HAKODATE　いつか来た夕暮れの石畳。懐かしさ抱え、歩く・・・函館。,"['HAKODATE', 'いつか', '夕暮れ', '石畳', '懐かしさ', '函館']"
po006314,新憲法施行三周年記念行事,"['憲法', '施行', '三', '周年', '記念', '行事']"
po006319,第11回読書感想文公募,"['11回', '読書感想文', '公募']"
po006320,第10回読書感想文コンクール,"['10回', '読書感想文', 'コンクール']"
po006322,第9回読書感想文コンクール,"['9回', '読書感想文', 'コンクール']"
po006323,第6回読書週間感想文コンクール,"['6回', '読書週間', '感想文', 'コンクール']"
po006324,第7回読書週間感想文コンクール,"['7回', '読書週間', '感想文', 'コンクール']"
po006325,第8回読書週間感想文コンクール,"['8回', '読書週間', '感想文', 'コンクール']"
po006326,昭和35年度読書週間記念　第3回函館市読書感想文コンクール,"['昭和35年', '度', '読書週間', '記念', '3回', '函館市', '読書感想文', 'コンクール']"
po006330,昭和33年度読書週間記念　第1回函館市読書感想文コンクール,"['昭和33年', '度', '読書週間', '記念', '1回', '函館市', '読書感想文', 'コンクール']"
po006331,第2回父の日、母の日、記念感想文・詩公募,"['2回', '父の日', '母の日', '記念', '感想文', '詩', '公募']"
po006332,日本歴史をよむ会,"['日本歴史', '会']"
po006334,啄木展,"['啄木', '展']"
po006337,第15回函館市成人祭記念　感想文と標語の公募,"['15回', '函館市', '成人', '祭', '記念', '感想文', '標語', '公募']"
po006338,第16回函館市成人祭記念　感想文と標語の公募,"['16回', '函館市', '成人', '祭', '記念', '感想文', '標語', '公募']"
po006339,第十七回函館市成人祭記念　感想文と標語の公募,"['十', '七', '回', '函館市', '成人', '祭', '記念', '感想文', '標語', '公募']"
po006340,第十八回函館市成人祭記念　感想文の募集,"['十', '八', '回', '函館市', '成人', '祭', '記念', '感想文', '募集']"
po006341,昭和23年度　開道八十周年記念文化祭,"['昭和23年', '度', '開道', '八', '十', '周年', '記念', '文化祭']"
po006344,市立函館図書館・市立ハリファックス地方図書館姉妹提携調印式,"['市立', '函館', '図書館', '市立', 'ハリファックス', '地方', '図書館', '姉妹', '提携', '調印', '式']"
po006356,NHK函館教育テレビジョン局開局記念　文化講演会,"['NHK', '函館', '教育', 'テレビジョン', '局', '開局', '記念', '文化講演会']"
po006375,はこだて　次は、どんな函館に会えるんだろう。,"['次', '函館', 'ん']"
po006377,楽しい良い子の移動動物園,"['子', '移動動物園']"
po006378,函館山三十三観音遷座法要,"['函館山', '三十三観音', '遷座', '法要']"
po006379,レクリエーションの夕,"['レクリエーション', '夕']"
po006380,市民氷上カーニバル,"['市民', '氷上', 'カーニバル']"
po006381,国連デー記念　講演と映画の夕,"['国連', 'デー', '記念', '講演', '映画', '夕']"
po006382,1965年北海道教育映画祭　優秀教育映画上映の夕,"['1965年', '北海道', '教育映画', '祭', '優秀', '教育映画', '上映', '夕']"
po006384,和倉温泉空前のアイヌ熊祭,"['和倉温泉', '空前', 'アイヌ', '熊祭']"
po006396,函館営林局創設5周年記念　森林文化展,"['函館', '営林局', '創設', '5周年', '記念', '森林', '文化', '展']"
po006403,江戸時代後期絵画名作,"['江戸時代', '後期', '絵画', '名作']"
po006404,母の日記念　第8回感想文（詩・作文）募集,"['母の日', '記念', '8回', '感想文', '詩', '作文', '募集']"
po006405,母の日記念　第7回感想文（詩・作文）募集,"['母の日', '記念', '7回', '感想文', '詩', '作文', '募集']"
po006406,第10回母の日記念感想文・詩　公募,"['10回', '母の日', '記念', '感想文', '詩', '公募']"
po006407,第9回母の日記念感想文公募,"['9回', '母の日', '記念', '感想文', '公募']"
po006408,母の日記念　第12回感想文詩作文募集,"['母の日', '記念', '12回', '感想文', '詩作', '文', '募集']"
po006411,室町時代絵画展,"['室町時代', '絵画', '展']"
po006423,文化祭,['文化祭']
po006426,港まつりアイヌ絵画展覧会,"['港', 'まつり', 'アイヌ', '絵画', '展覧会']"
po006431,地方自治振興青年弁論大会　渡島函館地区地方予選,"['地方自治', '振興', '青年', '弁論大会', '渡島', '函館', '地区', '地方', '予選']"
po006434,カトリック講演会,"['カトリック', '講演会']"
po006437,朝鮮動乱のニュース映画と講演会,"['朝鮮', '動乱', 'ニュース映画', '講演会']"
po006440,宗教講演会,"['宗教', '講演会']"
po006443,北海道教育委員会委員選挙,"['北海道教育委員会: error', '委員', '選挙']"
po006444,普選30周年　婦人参政10周年　記念　選挙人名簿をご覧下さい,"['普', '選', '30周年', '婦人', '参政', '10周年', '記念', '選挙人名簿', 'ご覧']"
po006446,衆議院議員総選挙　最高裁判所裁判官国民審査　正しい政治は公明選挙から　,"['衆議院議員総選挙', '最高裁判所裁判官国民審査', '政治', '公明', '選挙']"
po006447,衆議院議員総選挙　最高裁判所裁判官国民審査　公明選挙　正しい政治　住みよい日本,"['衆議院議員総選挙', '最高裁判所裁判官国民審査', '公明', '選挙', '政治', '日本']"
po006448,近ずく!!教育委員選挙　十月五日一せい投票,"['ずく', '教育委員', '選挙', '十月五日', '一', 'せい', '投票']"
po006449,来るべき総選挙　教育委員選挙,"['総選挙', '教育委員', '選挙']"
po006451,総選挙　十月五日　教育委員会法公布　昭和二十三年十一月一日から発足,"['総選挙', '十月五日', '教育委員会法: error', '公布', '昭和', '二', '十', '三', '年', '十一月一日', '発足']"
po006453,北海道教育委員会委員選挙,"['北海道教育委員会: error', '委員', '選挙']"
po006456,選挙　衆議院議員総選挙　参議院議員通常選挙,"['選挙', '衆議院議員総選挙', '参議院議員通常選挙']"
po006462,公明選挙　衆議院議員総選挙　最高裁判所裁判官国民審査　あなた自身のもの…　,"['公明', '選挙', '衆議院議員総選挙', '最高裁判所裁判官国民審査', 'あなた', '自身', 'もの']"
po006474,第12回読書感想文公募,"['12回', '読書感想文', '公募']"
po006481,第13回市民文芸作品公募　第16回読書感想文公募,"['13回', '市民', '文芸作品', '公募', '16回', '読書感想文', '公募']"
po006482,第14回読書感想文公募,"['14回', '読書感想文', '公募']"
po006511,青少年の保護育成運動,"['青少年', '保護', '育成', '運動']"
po006512,全国清掃美化運動,"['全国', '清掃', '美化', '運動']"
po006518,函館　うみのにおい。,"['函館', 'うみの', 'におい']"
po006519,与謝野寛・晶子之歌碑　碑面,"['与謝野', '寛', '晶子', '歌碑', '碑', '面']"
po006524,第12回市民文芸作品公募　第15回読書感想文公募,"['12回', '市民', '文芸作品', '公募', '15回', '読書感想文', '公募']"
po006528,郷土の植物動物資料展,"['郷土', '植物', '動物', '資料', '展']"
po006529,本さまざま展,"['さまざま', '展']"
po006530,啄木展,"['啄木', '展']"
po006531,啄木資料展,"['啄木', '資料', '展']"
po006533,港まつり協賛　函館の港　絵と写真で見る今昔展,"['港', 'まつり', '協賛', '函館', '港', '絵', '写真', '今昔', '展']"
po006534,啄木展,"['啄木', '展']"
po006536,港まつり協賛　郷土開拓資料展,"['港', 'まつり', '協賛', '郷土', '開拓', '資料', '展']"
po006537,港まつり協賛展　“箱館の文明開化と異人たち”,"['港', 'まつり', '協賛', '展', '箱館', '文明開化', '異人', 'たち']"
po006538,むかしむかしの絵でみる北海道ひとまわり　開港112年函館港まつり協賛展　,"['むかし', 'むかし', '絵', '北海道', 'ひと', 'まわり', '開港', '112年', '函館港', 'まつり', '協賛', '展']"
po006540,郷土遊寓名士遺墨展,"['郷', '土遊: error', '寓', '名士', '遺墨', '展']"
po006542,港まつり協賛　函館文学展,"['港', 'まつり', '協賛', '函館', '文学', '展']"
po006543,港まつり協賛　郷土開拓資料展,"['港', 'まつり', '協賛', '郷土', '開拓', '資料', '展']"
po006544,“五稜郭と函館戦争”資料展,"['五稜郭', '函館', '戦争', '資料', '展']"
po006546,読書週間行事　第3回函館史跡散歩の開催,"['読書週間', '行事', '3回', '函館', '史跡', '散歩', '開催']"
po006550,港まつり協賛展　“箱館の文明開化と異人たち”,"['港', 'まつり', '協賛', '展', '箱館', '文明開化', '異人', 'たち']"
po006551,啄木展,"['啄木', '展']"
po006552,啄木遺跡めぐり　啄木展,"['啄木', '遺跡', '啄木', '展']"
po006554,函館　ゆきのにおい。,"['函館', 'ゆきの', 'におい']"
po006555,第十回函館市文化祭,"['十', '回', '函館市', '文化祭']"
po006556,第18回函館市民文化祭記念　市民文芸作品募集,"['18回', '函館市民: error', '文化祭', '記念', '市民', '文芸', '作品募集']"
po006557,第15回函館市民文化祭記念　文芸作品募集,"['15回', '函館市民: error', '文化祭', '記念', '文芸作品', '募集']"
